vjdbv0.3_field_id,vjdbv0.3_name,vjdbv0.3_description,vjdbv0.3_fields_type,vjdbv0.3_privacy,vjdbv0.2__field_id,vjdbv0.1_field_id,ena_field_id,rki_field_id,migs-vi_field_id,migs-uvig_field_id,env-o_field_id,ncbi_virus_n_nucleotide_field_id,bv-brc_b_field_name,ena_erc32_field_name,ena_erc33_field_name,ena_submission_object_object_name,vjbd_submission_object_object_name,vjdbv0.3_group1,vjdbv0.3_group2,vjdbv0.3_group3,vjdbv0.3_tags,vjdbv0.3_input_source,vjdbv0.3_notes,vjdbv0.3_changes,vjdbv0.2_previous_changes,ncbi_virus_n_field_name,ncbi_virus_n_field_description,ncbi_virus_n_type,ncbi_virus_n_curation_notes,bv-brc_b_category,bv-brc_b_schema_category,bv-brc_b_field_id,bv-brc_b_field_type,bv-brc_b_type,bv-brc_b_curation_notes,ena_erc32_field_description,ena_erc32_controlled_vocabulary,ena_erc32_field_type,ena_erc33_field_description,ena_erc33_controlled_vocabulary,ena_erc33_field_type,ena_submission_requiredness,vjdb_submission_requiredness,vjdb_example,vjdb_validation_rules,ena_submission_fieldtype,ena_submission_validation,vjdbv0.3_field_index
sequencing_insert_size,Insert Size,Insert size for paired reads,integer,internal,sequencing_insert_size,N/A,insert size,N/A,N/A,N/A,N/A,N/A,N/A,insert_size,insert_size,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Insert size for paired reads,N/A,N/A,(Optional) Insert size for paired reads,N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,freetext,0cz
sequencing_instrument,Instrument,Instrument model used for sequencing,keyword,internal,sequencing_instrument,N/A,instrument model,N/A,seq_meth,N/A,N/A,N/A,N/A,instrument_model,instrument_model,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'MIGS-VI', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Model of the sequencing instrument.,N/A,N/A,(Mandatory) Model of the sequencing instrument.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,0da
sequencing_library_construction_protocol,Library Construction Protocol,The protocol used to construct the library.,keyword,internal,sequencing_library_construction_protocol,N/A,library construction protocol,N/A,N/A,N/A,N/A,N/A,N/A,library_construction_protocol,library_construction_protocol,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Free form text describing the protocol by which the sequencing library was constructed.,N/A,N/A,(Optional) Free form text describing the protocol by which the sequencing library was constructed.,N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,freetext,0db
sequencing_library_description,Library Description,The design of the library including details of how it was constructed.,keyword,internal,sequencing_library_description,N/A,design_description,N/A,N/A,N/A,N/A,N/A,N/A,design_description,design_description,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Goal and setup of the individual library including library was constructed.,N/A,N/A,(Optional) Goal and setup of the individual library including library was constructed.,N/A,TEXT_AREA_FIELD,optional,optional,N/A,N/A,text,freetext,0dc
sequencing_library_layout,Library Layout,The library layout specifies whether to expect single or paired configuration of reads.,keyword,internal,sequencing_library_layout,N/A,library_layout,N/A,lib_layout,N/A,N/A,N/A,N/A,library_layout,library_layout,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'MIGS-VI', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Mandatory) Library_layout specifies whether to expect single, paired, or other configuration of reads. in the case of paired reads, information about the relative distance and orientation is specified.",N/A,N/A,"(Mandatory) Library_layout specifies whether to expect single, paired, or other configuration of reads. in the case of paired reads, information about the relative distance and orientation is specified.",N/A,TEXT_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,0dd
sequencing_library_name,Library Name,The name for the library if any.,keyword,internal,sequencing_library_name,N/A,library name,N/A,N/A,N/A,N/A,N/A,N/A,library_name,library_name,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) The submitter's name for this library.,N/A,N/A,(Optional) The submitter's name for this library.,N/A,TEXT_FIELD,mandatory,mandatory,N/A,N/A,suggestion,freetext,0de
sequencing_library_selection,Library Selection,"The method used to select for or against, enrich, or screen the material being sequenced.",keyword,internal,sequencing_library_selection,N/A,library selection,N/A,lib_screen,N/A,N/A,N/A,N/A,library_selection,library_selection,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'MIGS-VI', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Method used to enrich the target in the sequence library preparation,N/A,N/A,(Mandatory) Method used to enrich the target in the sequence library preparation,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,0df
sequencing_library_source,Library Source,The library_source specifies the type of source material that is being sequenced.,keyword,internal,sequencing_library_source,N/A,library source,N/A,N/A,N/A,N/A,N/A,N/A,library_source,library_source,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) The library_source specifies the type of source material that is being sequenced.,N/A,N/A,(Mandatory) The library_source specifies the type of source material that is being sequenced.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,0dg
sequencing_library_strategy,Library Strategy,The sequencing technique intended for this library.,keyword,internal,sequencing_library_strategy,strategy?,library strategy,N/A,N/A,N/A,N/A,N/A,N/A,library_strategy,library_strategy,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Sequencing technique intended for this library.,N/A,N/A,(Mandatory) Sequencing technique intended for this library.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,0dh
sequencing_platform,Platform,"Instrument platform used for sequencing, multiple are seperated (only for assemblys)",keyword,public,sequencing_platform,N/A,instrument platform,SEQUENCE. SEQUENCING_METHOD,N/A,N/A,N/A,N/A,Sequencing Platform,platform,platform,ENA Experiment,VJDB Experiment,Analysis,Sequencing,N/A,"['ENA', 'RKI', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequencing']",BVBRC,N/A,N/A,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,Sequence Info,N/A,sequencing_platform,string_ci,N/A,N/A,(Mandatory) The platform record selects which sequencing platform and platform-specific runtime parameters. this will be determined by the center. optional if 'instrument_model' is provided.,N/A,N/A,(Mandatory) The platform record selects which sequencing platform and platform-specific runtime parameters. this will be determined by the center. optional if 'instrument_model' is provided.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,0di
sequencing_reason,Sequencing Reason,Why was the sample sequenced?,keyword,N/A,sequencing_reason,N/A,sample capture status,SEQUENCE. SEQUENCING_REASON; different vocabulary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,Sequencing,N/A,"['ENA', 'RKI', 'Analysis', 'Sequencing']",no source,N/A,remove,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,recommended,recommended,N/A,N/A,combo,controlled_vocabulary,0dj
source_metadata_db,Source Metadata DB,The name of the database where the sequence was originally released,keyword,public,source_database_name,db_name,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Source,N/A,"['Organizational', 'Source']",calculated by VJDB,N/A,"change id and name to source_metadata_db, update definition",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,combo,controlled_vocabulary,0dk
submitter_country,Submitter Country,Country of the submmiter institute,keyword,public,submitter_country,N/A,N/A,N/A,N/A,N/A,N/A,Organization Country,N/A,N/A,N/A,N/A,VJDB Study,Sample,Submission,N/A,"['NCBI Virus', 'Sample', 'VJDB Study', 'Submission']",NCBI Virus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,N/A,N/A,combo,controlled_vocabulary,0dl
submitter_region,Submitter Region,Country or location of the organization of the submitters.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Submission,N/A,"['Sample', 'Submission']",N/A,N/A,split organization to submitter_region,N/A,N/A,N/A,N/A,may need to split Organization to submitter_region,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,combo,controlled_vocabulary,0dm
virjen_id,VirJenDB Accession,VirJenDB sequence ID,integer,public,virjen_id,"vj_id, sample id",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Sequence,N/A,"['Organizational', 'Sequence']",calculated by VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,0dn
virjen_version,VirJenDB Version,VirJenDB metadata version,integer,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Sequence,N/A,"['Organizational', 'Sequence']",calculated by VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,0do
virus_id,Virus ID,Unique ID given by the investigator as strain might not be unique,N/A,internal,virus_id,wetlab_id?,virus identifier,SEQUENCE. SEQUENCING_ LAB_SAMPLE_ID maybe,N/A,N/A,N/A,N/A,N/A,virus identifier,virus identifier,ENA Sample,VJDB Sample,Organizational,Virus,N/A,"['ENA', 'RKI', 'ENA ERC32', 'ENA ERC33', 'Organizational', 'ENA Sample', 'VJDB Sample', 'Virus']",N/A,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Recommended) Unique laboratory identifier assigned to the virus by the investigator. strain name is not sufficient since it might not be unique due to various passsages of the same virus. format: up to 50 alphanumeric characters,N/A,N/A,(Recommended) Unique laboratory identifier assigned to the virus by the investigator. strain name is not sufficient since it might not be unique due to various passsages of the same virus. format: up to 50 alphanumeric characters,N/A,TEXT_FIELD,recommended,recommended,N/A,N/A,text,unique,0dp
antiviral_treatment,Antiviral Treatment,"(Optional) Antiviral treatment used for this subject, such as zanamavir oseltamivir, amantadine. example: rimantadine",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,antiviral treatment,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Antiviral treatment used for this subject, such as zanamavir oseltamivir, amantadine. example: rimantadine",N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0dq
antiviral_treatment_dosage,Antiviral Treatment Dosage,(Optional) Dosage of the treatment taken by the subject. example: 0.05 mg,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,antiviral treatment dosage,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Dosage of the treatment taken by the subject. example: 0.05 mg,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0dr
antiviral_treatment_duration,Antiviral Treatment Duration,(Optional) Duration of antiviral treatment after onset of clinical symptoms in days.example: 5,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,antiviral treatment duration,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Duration of antiviral treatment after onset of clinical symptoms in days.example: 5,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,unique,0ds
antiviral_treatment_initiation,Antiviral Treatment Initiation,(Optional) Initiation of antiviral treatment after onset of clinical symptoms in days. example: 2.5,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,antiviral treatment initiation,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Initiation of antiviral treatment after onset of clinical symptoms in days. example: 2.5,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,unique,0dt
file_format,File Format,(Mandatory) The run data file model.,keyword,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,file_format,file_format,ENA Run,VJDB Run,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Run', 'VJDB Run']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) The run data file model.,N/A,N/A,(Mandatory) The run data file model.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,0du
file_name,File Name,(Mandatory) The name or relative pathname of a run data file.,keyword,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,file_name,file_name,ENA Run,VJDB Run,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Run', 'VJDB Run']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) The name or relative pathname of a run data file.,N/A,N/A,(Mandatory) The name or relative pathname of a run data file.,N/A,TEXT_FIELD,mandatory,mandatory,N/A,N/A,text,freetext,0dv
gravidity,Gravidity,"(Optional) Whether or not the subject is gravid. if so, report date due or date post-conception and specify which of these two dates is being reported.",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,gravidity,gravidity,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Whether or not the subject is gravid. if so, report date due or date post-conception and specify which of these two dates is being reported.",N/A,N/A,"(Optional) Whether or not the subject is gravid. if so, report date due or date post-conception and specify which of these two dates is being reported.",N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,freetext,0dw
hospitalisation,Hospitalisation,(Optional) Was the subject confined to a hospital as a result of virus infection or problems occurring secondary to virus infection?,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hospitalisation,hospitalisation,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Was the subject confined to a hospital as a result of virus infection or problems occurring secondary to virus infection?,N/A,N/A,(Optional) Was the subject confined to a hospital as a result of virus infection or problems occurring secondary to virus infection?,N/A,TEXT_CHOICE_FIELD,optional,optional,N/A,N/A,combo,controlled_vocabulary,0dx
host_description,Host Description,(Optional) Other descriptive information relating to the host.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,host description,host description,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Other descriptive information relating to the host.,N/A,N/A,(Optional) Other descriptive information relating to the host.,N/A,TEXT_FIELD,optional,optional,N/A,N/A,textarea,freetext,0dy
illness_duration,Illness Duration,(Optional) The number of days the illness lasted. example: 4,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,illness duration,illness duration,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) The number of days the illness lasted. example: 4,N/A,N/A,(Optional) The number of days the illness lasted. example: 4,N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,unique,0dz
illness_onset_date,Illness Onset Date,(Optional) Date the subject showed an onset of symptoms. format: yyyy-mm-dd. example: 2011-10-20,date,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,illness onset date,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Date the subject showed an onset of symptoms. format: yyyy-mm-dd. example: 2011-10-20,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,date,freetext,0ea
illness_symptoms,Illness Symptoms,"(Optional) The symptoms that have been reported in relation to the illness, such as cough, diarrhea, fever, headache, malaise, myalgia, nausea, runny_nose, shortness_of_breath, sore_throat. if multiple exposures are applicable, please state them separated by semicolon.",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,illness symptoms,illness symptoms,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) The symptoms that have been reported in relation to the illness, such as cough, diarrhea, fever, headache, malaise, myalgia, nausea, runny_nose, shortness_of_breath, sore_throat. if multiple exposures are applicable, please state them separated by semicolon.",N/A,N/A,"(Optional) The symptoms that have been reported in relation to the illness, such as cough, diarrhea, fever, headache, malaise, myalgia, nausea, runny_nose, shortness_of_breath, sore_throat. if multiple exposures are applicable, please state them separated by semicolon.",N/A,TEXT_AREA_FIELD,optional,optional,N/A,N/A,text,freetext,0eb
influenza_strain_unique_number,Influenza Strain Unique Number,"(Optional) Unique number of the strain which is reported as a part of the influenza strain name, such as a/chicken/fujian/411/2002(hxn1). format: integer number, example: 411",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,influenza strain unique number,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Unique number of the strain which is reported as a part of the influenza strain name, such as a/chicken/fujian/411/2002(hxn1). format: integer number, example: 411",N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,unique,0ec
influenza_vaccination_date,Influenza Vaccination Date,(Optional) Date that the influenza vaccination was administered to the subject over the past year. format: yyyy-mm-dd. example: 2007-05-12,date,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,influenza vaccination date,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Date that the influenza vaccination was administered to the subject over the past year. format: yyyy-mm-dd. example: 2007-05-12,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,date,freetext,0ed
influenza_vaccination_type,Influenza Vaccination Type,(Optional) Influenza vaccinations that have been administered to the subject over the last year. example: 2009 h1n1 flumist,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,influenza vaccination type,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Influenza vaccinations that have been administered to the subject over the last year. example: 2009 h1n1 flumist,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0ee
influenza_like_illness_at_the_time_of_sample_collection,Influenza-like Illness at the Time of Sample Collection,(Optional) Is the subject at the time of sample collection considered to have influenza like illness?,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,influenza-like illness at the time of sample collection,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Is the subject at the time of sample collection considered to have influenza like illness?,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0ef
inoculation_dose,Inoculation Dose,(Optional) Dose used for the inoculoation experiment.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,inoculation dose,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Dose used for the inoculoation experiment.,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0eg
inoculation_route,Inoculation Route,(Optional) Brief description of the protocol inoculation route.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,inoculation route,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Brief description of the protocol inoculation route.,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0eh
inoculation_stock_availability,Inoculation Stock Availability,(Optional) Is the virus stock used for the inoculation available?,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,inoculation stock availability,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Is the virus stock used for the inoculation available?,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,combo,controlled_vocabulary,0ei
lineage_swl,Lineage: SWL (Required for H1N1 Viruses),(Optional) Does the h1n1 influenza virus originate from a swine-like outbreak (as opposed to a seasonal flu)?,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lineage:swl (required for H1N1 viruses),N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Does the h1n1 influenza virus originate from a swine-like outbreak (as opposed to a seasonal flu)?,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,combo,controlled_vocabulary,0ej
meaning_of_cut_off_value,Meaning of Cut Off Value,(Optional) Description helping to explain what the cut off value means.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,meaning of cut off value,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Description helping to explain what the cut off value means.,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0ek
number_of_inoculated_individuals,Number of Inoculated Individuals,(Optional) Number of host individuals inoculated for the experiment.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,number of inoculated individuals,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Number of host individuals inoculated for the experiment.,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,unique,0el
personal_protective_equipment,Personal Protective Equipment,"(Optional) Use of personal protective equipment, such as gloves, gowns, during any type of exposure. example: mask",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,personal protective equipment,personal protective equipment,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Use of personal protective equipment, such as gloves, gowns, during any type of exposure. example: mask",N/A,N/A,"(Optional) Use of personal protective equipment, such as gloves, gowns, during any type of exposure. example: mask",N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,unique,0em
